time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.00014813749643594938,0.00012067867359400429,10.061425692820798,0.004482821282756788,0.013872694577965028,0.0,-0.009433529342277945,0.006687680153260057,2.0462306080437562,-0.2346625991721623,0.2346625991721623,0.0,850.0,860.0,860.0,850.0
0.12000000000000001,-0.0021541410884114705,0.0007887777740187331,10.2450964124529,6.2780001432097166,0.04172259990852378,0.0,-0.06721141370571682,0.012743960837007512,4.071055321498367,-0.46821239481680965,0.46821239481680965,0.0,850.0,860.0,860.0,850.0
0.18,-0.009953594135967577,0.0008677072491719143,10.548946014784645,6.254165996883707,0.08334261404072318,0.0,-0.20728734871230511,-0.018166645263127973,6.048147473004461,-0.6992033290792994,0.6992033290792994,0.0,850.0,860.0,860.0,850.0
0.23999999999999996,-0.029389558598714456,-0.002874660159327441,10.969264726100283,6.216244224147083,0.13844804737793925,0.0,-0.45903133685694053,-0.11919048302371446,7.948936138545338,-0.9262482673881584,0.9262482673881584,0.0,850.0,860.0,860.0,850.0
0.3,-0.06789297786111144,-0.015500451443625603,11.500554612626559,6.164407129476526,0.2066849175776282,0.0,-0.8458653026164965,-0.3178292411510656,9.742454552199588,-1.1480517556209882,1.1480517556209882,0.0,850.0,860.0,860.0,850.0
0.36000000000000004,-0.13410989721877745,-0.04349636294313764,12.13541138031288,6.098917844633569,0.28763918559173174,0.0,-1.3849085094876394,-0.6337897575066402,11.39634493000497,-1.3634382892490737,1.3634382892490737,0.0,850.0,860.0,860.0,850.0
0.4200000000000001,-0.23754459731023794,-0.09425812490143383,12.864490281067393,6.020124668833837,0.38084644633659437,0.0,-2.087874165118917,-1.0775087212218117,12.878540566562002,-1.571374843499324,1.571374843499324,0.0,850.0,860.0,860.0,850.0
0.48000000000000015,-0.38829026579517,-0.17550979145382226,13.676568580617875,5.92845299218224,0.4858016498014912,0.0,-2.963013555388293,-1.6494239425220203,14.158637203528484,-1.7709868701191065,1.7709868701191065,0.0,850.0,860.0,860.0,850.0
0.5400000000000001,-0.5968867229649472,-0.29468835605341687,14.558655689375021,5.824395264544162,0.6019685142777611,0.0,-4.0172241474269335,-2.3394058394475583,15.208018624176736,-1.9615674582294869,1.9615674582294869,0.0,850.0,860.0,860.0,850.0
0.6000000000000002,-0.8742731475885914,-0.4582700166819575,15.496071806015056,5.70849958214405,0.7287883865810993,0.0,-5.25687554708495,-3.12519956617521,15.998811538264881,-2.142579831907621,2.142579831907621,0.0,850.0,860.0,860.0,850.0
0.6600000000000003,-1.23171562776877,-0.6709496369254486,16.4724705133922,5.5813575134394,0.8656883913729425,0.0,-6.68599448520517,-3.9690562857423126,16.503451411457043,-2.313653770776965,2.313653770776965,0.0,850.0,860.0,860.0,850.0
0.7200000000000003,-1.6805349881305156,-0.9345802576290886,17.469929278457556,5.443591774492189,1.0120887844396247,0.0,-8.301490874901774,-4.81340385851929,16.697829366578354,-2.474576859548543,2.474576859548543,0.0,850.0,860.0,860.0,850.0
0.7800000000000004,-2.231489039651394,-1.24690026357462,18.469396339783703,5.295844300804893,1.1674094795985956,0.0,-10.086717953625321,-5.578708693819381,16.5701589686454,-2.625281680592694,2.625281680592694,0.0,850.0,860.0,860.0,850.0
0.8400000000000004,-2.893780024049371,-1.6003088792309188,19.451824006584427,5.138765161719952,1.331075756461737,0.0,-12.005808161834784,-6.167837158921415,16.13453630700202,-2.7658301571843427,2.7658301571843427,0.0,850.0,860.0,860.0,850.0
0.9000000000000005,-3.6738058849980706,-1.9811800312231935,20.40013878825353,4.973002641717745,1.502523179809387,0.0,-14.001061069237904,-6.479851919987655,15.44432085675207,-2.8963962420242693,2.8963962420242693,0.0,850.0,860.0,860.0,850.0
0.9600000000000005,-4.573877822074521,-2.3702801928473716,21.301830772507213,4.799194686508907,1.6812017747615577,0.0,-15.99451156392433,-6.432595950853689,14.598334028817476,-3.017248039640332,3.017248039640332,0.0,850.0,860.0,860.0,850.0
1.0200000000000005,-5.59116578560121,-2.7446835609200053,22.151534969325606,4.617961794515736,1.86657950853429,0.0,-17.89399429036056,-5.988905916900068,13.733678630205528,-3.128730267482385,3.128730267482385,0.0,850.0,860.0,860.0,850.0
1.0800000000000005,-6.717148747256992,-3.0811280043791056,22.9527120584889,4.4299013367453774,2.0581451312294607,0.0,-19.60390321200935,-5.176663271632738,13.003072923198763,-3.2312477163810005,3.2312477163810005,0.0,850.0,860.0,860.0,850.0
1.1400000000000006,-7.937824928755704,-3.360072084763778,23.717635747965854,4.2355832172270205,2.2554104255901706,0.0,-21.039277466675017,-4.090408048543417,12.542745614466158,-3.3252500937909035,3.3252500937909035,0.0,850.0,860.0,860.0,850.0
1.2000000000000006,-9.234718129819568,-3.5691111934540474,24.465557518818475,4.035546745102305,2.4579119096499316,0.0,-22.1368492623438,-2.8686031680021573,12.446559142178463,-3.4112183698033287,3.4112183698033287,0.0,850.0,860.0,860.0,850.0
1.2600000000000007,-10.586185616196206,-3.7045716161765965,25.21991495761525,3.8302985758158776,2.665212028562273,0.0,-22.85257866257013,-1.6590535860273863,12.76112620180122,-3.4896525605356756,3.4896525605356756,0.0,850.0,860.0,860.0,850.0
1.3200000000000007,-11.968044846944908,-3.771351362889764,26.005767104670678,3.620311584213205,2.8768998659256013,0.0,-23.142141493458336,-0.5986823181929115,13.494966255872932,-3.561060827428337,3.561060827428337,0.0,850.0,860.0,860.0,850.0
